date,time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level
11/14/2004,13:00:00,710,0.6,-200.0,1.2,,112.0,1479.0,62.0,827.0,350.0,12.4,31.3,0.45,Low
11/15/2004,13:00:00,867,,-200.0,6.7,842.0,300.0,909.0,104.0,1077.0,737.0,,34.9,0.5393,High
11/20/2004,22:00:00,1008,0.9,-200.0,7.1,861.0,260.0,858.0,149.0,991.0,1229.0,6.6,44.1,0.4333,Low
10/24/2004,11:00:00,1085,,-200.0,8.4,918.0,179.0,721.0,72.0,1467.0,1023.0,24.6,50.4,1.5363,High
4/10/2004,22:00:00,1247,2.9,248.0,11.6,1037.0,187.0,812.0,125.0,1618.0,1193.0,12.3,55.5,0.7916,High
1/23/2005,21:00:00,1075,-200.0,-200.0,4.7,749.0,154.0,827.0,123.0,1050.0,899.0,7.3,68.1,0.6979,Very low
8/28/2004,14:00:00,854,-200.0,-200.0,3.5,684.0,-200.0,1020.0,-200.0,1294.0,456.0,32.7,22.8,1.1069,Very low
3/28/2004,7:00:00,995,1.4,,3.6,,91.0,1219.0,69.0,1321.0,836.0,7.4,68.0,0.7043,High
7/17/2004,4:00:00,863,0.9,-200.0,4.6,,56.0,919.0,76.0,1415.0,961.0,21.3,45.9,1.1471,Low
12/11/2004,5:00:00,860,0.8,-200.0,,616.0,104.0,1105.0,76.0,873.0,754.0,10.5,37.8,0.4799,Low
5/20/2004,6:00:00,1086,0.9,-200.0,6.6,837.0,83.0,885.0,68.0,,906.0,15.8,59.0,1.0495,Low
7/8/2004,14:00:00,1126,1.4,-200.0,10.7,1004.0,98.0,788.0,108.0,1609.0,926.0,41.1,15.7,1.2071,High
2/21/2005,17:00:00,1192,2.2,-200.0,10.0,976.0,335.0,618.0,194.0,1290.0,1110.0,7.3,70.0,0.7195,High
3/15/2004,4:00:00,1078,,44.0,4.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351,Very low
12/10/2004,5:00:00,709,,-200.0,0.5,437.0,31.0,2559.0,27.0,787.0,324.0,12.0,37.3,0.5239,Low
10/13/2004,18:00:00,981,-200.0,-200.0,10.1,983.0,-200.0,759.0,-200.0,,942.0,14.8,56.3,0.9459,Very low
12/25/2004,13:00:00,1609,5.5,-200.0,18.1,,602.0,505.0,178.0,1491.0,2100.0,11.4,,0.8454,High
6/18/2004,10:00:00,1143,,-200.0,14.9,1146.0,202.0,701.0,,1917.0,1292.0,29.3,34.8,1.3969999999999998,High
10/13/2004,22:00:00,847,-200.0,-200.0,3.8,698.0,-200.0,1013.0,-200.0,1174.0,,15.2,55.5,0.9521,Very low
8/30/2004,10:00:00,1169,-200.0,-200.0,13.7,1107.0,-200.0,607.0,-200.0,1818.0,1175.0,27.8,45.4,1.6751,Very low
2/5/2005,4:00:00,1084,2.0,-200.0,7.0,,272.0,703.0,164.0,1017.0,1163.0,1.5,66.2,0.4571,High
6/29/2004,5:00:00,863,0.5,-200.0,3.0,652.0,,1055.0,54.0,1504.0,816.0,25.9,45.1,1.4889,
1/24/2005,12:00:00,959,0.5,-200.0,5.1,771.0,217.0,852.0,138.0,975.0,808.0,11.8,35.4,0.4877,Low
4/4/2004,7:00:00,1034,-200.0,-200.0,3.5,684.0,-200.0,1110.0,-200.0,1423.0,813.0,13.7,64.8,1.0135,Very low
1/27/2005,13:00:00,922,,-200.0,4.1,716.0,192.0,930.0,115.0,893.0,643.0,6.6,41.2,0.4046,High
4/23/2004,17:00:00,1645,5.2,832.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,0.9403,High
4/27/2004,4:00:00,909,-200.0,41.0,2.5,617.0,34.0,1236.0,49.0,1302.0,558.0,14.7,49.9,0.828,Very low
10/14/2004,1:00:00,786,-200.0,-200.0,2.2,602.0,-200.0,1146.0,-200.0,1123.0,584.0,15.0,56.4,0.9554,Very low
7/22/2004,15:00:00,1158,2.1,-200.0,14.3,1126.0,153.0,693.0,143.0,1654.0,1150.0,44.3,13.0,1.183,
11/24/2004,22:00:00,1354,4.5,-200.0,19.0,1269.0,,,141.0,1530.0,,8.6,82.3,0.9198,High
5/18/2004,3:00:00,812,0.2,-200.0,1.2,521.0,-200.0,1413.0,-200.0,1233.0,469.0,21.2,32.9,0.8178,Low
5/29/2004,6:00:00,762,0.1,-200.0,2.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,,0.9383,Low
4/21/2004,17:00:00,1304,-200.0,-200.0,19.8,1291.0,-200.0,765.0,-200.0,1838.0,1219.0,25.8,24.1,0.7912,Very low
10/29/2004,21:00:00,1038,1.8,-200.0,7.0,856.0,284.0,801.0,116.0,1415.0,905.0,17.3,76.3,1.4919,High
5/23/2004,10:00:00,978,0.8,-200.0,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749,Low
7/28/2004,5:00:00,798,-200.0,-200.0,3.9,,61.0,977.0,74.0,1363.0,798.0,20.6,41.5,0.9982,Very low
4/23/2004,19:00:00,1747,5.6,899.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,1.0244,High
8/2/2004,4:00:00,854,0.2,-200.0,1.6,553.0,2.0,1203.0,5.0,1418.0,396.0,25.5,61.8,1.9831,Low
6/20/2004,3:00:00,-200,1.4,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
6/30/2004,15:00:00,1089,1.9,-200.0,10.4,993.0,131.0,801.0,143.0,1675.0,825.0,38.5,22.4,1.5018,High
6/27/2004,23:00:00,1018,1.7,,9.3,950.0,100.0,830.0,99.0,1636.0,914.0,28.2,,1.3781,High
12/22/2004,22:00:00,1121,3.3,-200.0,11.2,1023.0,504.0,725.0,169.0,1053.0,1354.0,4.8,45.1,0.3925,High
2/15/2005,18:00:00,1067,2.4,-200.0,,1059.0,337.0,671.0,181.0,1085.0,1163.0,10.4,23.1,,High
7/3/2004,0:00:00,1131,2.5,,13.1,1087.0,164.0,705.0,131.0,1738.0,1240.0,24.0,37.8,1.1125,High
10/3/2004,4:00:00,929,-200.0,-200.0,3.9,703.0,-200.0,908.0,-200.0,1391.0,761.0,20.2,,1.5035,Very low
12/6/2004,23:00:00,1014,1.5,-200.0,5.8,804.0,236.0,871.0,79.0,1233.0,994.0,14.6,64.7,1.0677,High
5/20/2004,19:00:00,1444,4.4,-200.0,22.1,1354.0,248.0,655.0,172.0,1956.0,,25.7,27.9,0.9079999999999999,High
7/5/2004,18:00:00,1328,4.3,,24.1,1405.0,302.0,584.0,203.0,2072.0,1518.0,37.3,19.9,1.2437,High
1/11/2005,7:00:00,1126,1.3,-200.0,5.2,775.0,,760.0,101.0,1205.0,1019.0,11.7,69.8,0.9612,High
4/9/2004,22:00:00,-200,2.4,160.0,-200.0,,175.0,-200.0,102.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
6/29/2004,10:00:00,1237,2.7,-200.0,15.3,1157.0,206.0,663.0,132.0,1968.0,1334.0,32.4,32.3,1.5484,
9/11/2004,5:00:00,886,-200.0,-200.0,3.1,658.0,-200.0,1101.0,-200.0,1234.0,647.0,20.5,48.4,1.1557,Very low
3/31/2004,14:00:00,1349,2.6,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,High
4/23/2004,15:00:00,1460,4.4,682.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81,High
10/13/2004,21:00:00,863,-200.0,-200.0,,,-200.0,970.0,-200.0,1207.0,724.0,14.9,57.1,0.9581,Very low
10/6/2004,18:00:00,1559,-200.0,-200.0,26.9,,,463.0,-200.0,2022.0,1660.0,25.7,44.1,1.4331,Very low
4/19/2004,21:00:00,930,-200.0,-200.0,4.6,745.0,-200.0,1085.0,,1391.0,712.0,10.8,68.2,0.8806,Very low
8/30/2004,3:00:00,813,-200.0,-200.0,1.8,,-200.0,1123.0,-200.0,1328.0,501.0,24.8,52.2,1.6086,Very low
5/26/2004,15:00:00,1014,1.6,-200.0,12.0,1049.0,120.0,1200.0,109.0,1366.0,893.0,31.8,13.5,0.6249,High
4/4/2004,15:00:00,1296,-200.0,-200.0,10.0,977.0,-200.0,863.0,-200.0,1642.0,746.0,26.1,30.8,1.0253,Very low
11/17/2004,1:00:00,953,1.6,-200.0,5.3,778.0,277.0,885.0,121.0,1051.0,1019.0,7.7,57.9,0.6107,High
2/6/2005,6:00:00,838,0.7,-200.0,1.3,531.0,95.0,1146.0,85.0,774.0,753.0,1.0,52.2,,Low
9/27/2004,20:00:00,1097,3.5,-200.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,,36.8,0.8066,High
3/15/2004,5:00:00,1075,1.0,39.0,3.9,703.0,88.0,1156.0,74.0,1464.0,1010.0,11.9,67.4,0.9375,Moderate
1/5/2005,9:00:00,1596,4.8,-200.0,21.6,1341.0,830.0,436.0,162.0,1672.0,1991.0,9.1,67.5,0.7831,High
4/26/2004,19:00:00,1163,3.0,334.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,0.7568,High
9/18/2004,19:00:00,1091,2.4,-200.0,11.6,1037.0,299.0,770.0,132.0,1512.0,1038.0,25.3,35.3,1.1262,High
11/22/2004,22:00:00,1392,2.4,-200.0,16.9,1206.0,650.0,521.0,164.0,1347.0,2199.0,8.5,57.8,0.6432,High
3/23/2004,14:00:00,1171,2.8,268.0,12.4,1064.0,160.0,881.0,,1639.0,1097.0,16.0,42.4,0.7674,High
11/11/2004,0:00:00,1104,2.6,-200.0,11.2,1023.0,477.0,677.0,158.0,1314.0,1189.0,9.7,73.1,0.8787,High
5/8/2004,4:00:00,772,-200.0,-200.0,1.2,518.0,-200.0,1544.0,-200.0,1202.0,343.0,10.9,67.5,0.8785,Very low
10/23/2004,15:00:00,1324,3.1,-200.0,15.8,1173.0,365.0,,119.0,1749.0,1354.0,,44.2,1.5490000000000002,High
5/29/2004,5:00:00,738,-200.0,-200.0,1.5,,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997,
12/7/2004,7:00:00,964,1.0,-200.0,4.3,,243.0,985.0,71.0,1146.0,891.0,12.9,64.2,0.9506,Moderate
3/11/2004,17:00:00,1383,2.9,,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,,0.8185,High
11/3/2004,2:00:00,1071,2.2,-200.0,10.7,1003.0,252.0,665.0,58.0,1542.0,1045.0,17.5,73.2,1.4515,High
10/6/2004,19:00:00,1840,-200.0,-200.0,44.0,1852.0,-200.0,360.0,-200.0,2553.0,2143.0,24.5,49.5,1.5022,Very low
9/18/2004,21:00:00,997,1.5,-200.0,7.5,879.0,181.0,885.0,109.0,1404.0,,23.5,40.6,1.1588,High
11/15/2004,11:00:00,894,1.6,-200.0,6.2,820.0,288.0,932.0,127.0,1072.0,820.0,13.8,36.2,0.569,High
7/20/2004,9:00:00,1480,-200.0,-200.0,26.2,1460.0,357.0,494.0,189.0,2238.0,2028.0,29.4,33.6,1.3526,Very low
5/21/2004,12:00:00,1234,1.9,-200.0,11.6,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714,High
10/22/2004,0:00:00,1203,2.2,-200.0,13.2,1090.0,223.0,593.0,74.0,,1205.0,21.3,68.5,1.7164,High
9/21/2004,21:00:00,1137,2.4,-200.0,11.9,1047.0,229.0,680.0,123.0,1620.0,1138.0,23.6,53.6,1.5374,High
1/13/2005,2:00:00,1042,1.7,-200.0,6.0,814.0,287.0,746.0,105.0,1167.0,1036.0,8.4,75.9,0.8407,High
11/12/2004,3:00:00,789,0.4,-200.0,,515.0,-200.0,1276.0,-200.0,1054.0,516.0,13.1,67.6,,Low
12/29/2004,10:00:00,919,-200.0,-200.0,3.0,652.0,-200.0,953.0,-200.0,1045.0,712.0,9.9,61.3,0.7499,Very low
9/2/2004,18:00:00,1248,-200.0,-200.0,26.0,1454.0,-200.0,,-200.0,1917.0,1599.0,36.1,20.0,1.1767,Very low
9/3/2004,14:00:00,1054,-200.0,-200.0,11.6,1036.0,-200.0,697.0,-200.0,1585.0,830.0,35.7,22.2,1.2765,Very low
9/11/2004,21:00:00,1229,-200.0,-200.0,10.9,1012.0,-200.0,743.0,-200.0,1562.0,1103.0,26.1,41.1,1.3705,Very low
10/8/2004,5:00:00,981,0.9,-200.0,5.5,790.0,147.0,817.0,47.0,1390.0,898.0,18.2,70.1,1.4552,Low
5/10/2004,23:00:00,953,1.1,-200.0,,830.0,88.0,986.0,86.0,1521.0,860.0,16.0,56.5,1.0166,High
8/1/2004,5:00:00,845,0.4,-200.0,2.6,625.0,17.0,993.0,21.0,,646.0,24.3,59.4,1.7838,Low
6/5/2004,20:00:00,989,1.8,,8.2,906.0,118.0,954.0,102.0,1681.0,826.0,23.4,44.4,1.2646,High
2/11/2005,7:00:00,-200,1.8,-200.0,-200.0,,224.0,-200.0,152.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
4/12/2004,12:00:00,1004,1.1,64.0,2.8,641.0,85.0,1201.0,71.0,1305.0,557.0,12.1,60.5,0.8505,High
8/28/2004,7:00:00,818,0.7,-200.0,4.3,726.0,38.0,,43.0,1330.0,685.0,19.6,56.1,1.2651,Low
6/19/2004,7:00:00,921,0.9,-200.0,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611,Low
7/22/2004,22:00:00,1220,2.3,,13.6,1105.0,116.0,643.0,100.0,1838.0,1318.0,,35.4,1.5144,High
2/20/2005,14:00:00,1017,1.0,-200.0,2.4,613.0,131.0,919.0,104.0,1007.0,551.0,8.0,65.0,0.6991,Moderate
10/18/2004,15:00:00,1362,-200.0,-200.0,,1334.0,-200.0,512.0,-200.0,1862.0,1529.0,,54.0,1.2744,Very low
4/11/2004,16:00:00,892,1.0,66.0,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,Moderate
12/22/2004,15:00:00,901,2.1,-200.0,6.7,843.0,309.0,1061.0,121.0,907.0,751.0,9.8,30.3,0.3658,High
8/30/2004,9:00:00,1271,-200.0,,20.4,1308.0,,517.0,-200.0,2007.0,1411.0,25.7,50.6,1.6475,Very low
4/6/2004,0:00:00,1015,1.0,101.0,4.1,,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408,Moderate
1/26/2005,3:00:00,771,-200.0,-200.0,0.3,410.0,-200.0,1622.0,-200.0,765.0,283.0,3.0,57.7,0.4423,
6/27/2004,14:00:00,841,0.7,-200.0,,712.0,38.0,1175.0,50.0,1339.0,476.0,41.3,12.8,0.9933,Low
5/27/2004,0:00:00,1026,,-200.0,9.5,960.0,-200.0,1072.0,-200.0,1471.0,1078.0,19.9,36.3,0.8349,Very low
9/4/2004,3:00:00,958,0.8,-200.0,4.5,735.0,-200.0,816.0,-200.0,1409.0,906.0,25.2,46.4,1.464,Low
5/9/2004,9:00:00,947,-200.0,-200.0,4.8,752.0,-200.0,1068.0,-200.0,1434.0,620.0,17.9,44.8,0.9104,Very low
9/22/2004,18:00:00,1427,5.1,-200.0,26.2,1458.0,479.0,507.0,213.0,2049.0,1566.0,28.8,,1.5203,High
8/27/2004,8:00:00,-200,2.4,-200.0,-200.0,-200.0,169.0,-200.0,69.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
1/18/2005,22:00:00,1021,0.1,-200.0,3.3,670.0,135.0,932.0,104.0,1187.0,828.0,11.3,71.8,0.9577,Low
2/14/2005,10:00:00,1096,1.7,-200.0,11.6,1036.0,254.0,635.0,168.0,1043.0,1127.0,11.5,39.6,0.5372,High
10/12/2004,15:00:00,946,-200.0,-200.0,8.0,898.0,-200.0,816.0,-200.0,1377.0,827.0,18.4,51.6,1.0832,Very low
4/14/2004,2:00:00,900,0.7,66.0,2.7,635.0,,1207.0,,1307.0,836.0,11.1,63.2,0.8331,Low
8/18/2004,14:00:00,987,-200.0,-200.0,5.4,782.0,-200.0,875.0,-200.0,1514.0,593.0,34.9,29.5,1.6275,Very low
8/2/2004,23:00:00,1097,0.1,-200.0,9.4,956.0,58.0,708.0,93.0,1724.0,818.0,27.1,49.4,1.7398,Low
4/18/2004,8:00:00,947,-200.0,-200.0,2.9,649.0,-200.0,1154.0,-200.0,1459.0,608.0,14.5,72.9,1.195,Very low
10/16/2004,9:00:00,1063,-200.0,-200.0,9.6,964.0,-200.0,729.0,-200.0,,1045.0,17.4,62.3,1.2282,Very low
9/29/2004,15:00:00,1143,2.8,-200.0,,1176.0,312.0,677.0,148.0,1551.0,1108.0,27.7,25.1,0.9158,High
1/17/2005,14:00:00,1170,3.1,-200.0,14.7,1138.0,504.0,611.0,177.0,1233.0,1503.0,11.1,32.6,0.4292,High
1/23/2005,7:00:00,849,-200.0,-200.0,1.6,552.0,93.0,1165.0,77.0,812.0,737.0,3.1,,0.3947,Very low
8/18/2004,16:00:00,1023,1.4,-200.0,7.4,875.0,83.0,785.0,71.0,1590.0,711.0,36.4,27.1,1.6226,High
5/7/2004,20:00:00,984,1.5,-200.0,7.5,879.0,89.0,940.0,85.0,1527.0,792.0,13.9,62.9,0.9948,High
11/30/2004,16:00:00,1310,3.8,-200.0,20.2,1301.0,,746.0,149.0,1694.0,1350.0,14.6,56.6,0.9367,High
10/12/2004,2:00:00,809,0.5,-200.0,2.1,593.0,58.0,1134.0,,1277.0,647.0,18.3,65.1,1.3529,Low
12/31/2004,2:00:00,861,-200.0,-200.0,3.0,654.0,-200.0,995.0,,919.0,632.0,6.7,50.7,0.4998,Very low
5/4/2004,3:00:00,873,0.4,-200.0,1.5,545.0,-200.0,1308.0,-200.0,1471.0,497.0,15.6,81.0,1.4302,Low
10/18/2004,18:00:00,1612,-200.0,-200.0,38.8,1745.0,-200.0,398.0,-200.0,2357.0,1834.0,19.3,59.0,1.3077,Very low
2/6/2005,2:00:00,980,1.4,-200.0,5.0,761.0,235.0,854.0,172.0,876.0,1051.0,3.1,47.1,0.3638,High
7/24/2004,23:00:00,1077,1.5,-200.0,7.1,859.0,71.0,790.0,73.0,,724.0,27.0,47.1,1.6573,High
6/6/2004,2:00:00,968,1.1,-200.0,6.6,840.0,,891.0,58.0,1727.0,788.0,17.5,79.1,1.5709,
6/5/2004,11:00:00,883,1.1,-200.0,5.3,778.0,61.0,1130.0,57.0,1545.0,608.0,25.9,36.9,1.2133,High
12/20/2004,15:00:00,838,2.2,-200.0,3.8,699.0,152.0,1015.0,89.0,944.0,546.0,9.4,44.9,0.5296,High
5/14/2004,21:00:00,1068,2.1,-200.0,11.6,1037.0,128.0,,119.0,1567.0,1217.0,22.0,28.6,,High
9/14/2004,18:00:00,1310,-200.0,-200.0,18.7,1259.0,-200.0,620.0,-200.0,1926.0,1240.0,28.6,48.2,1.8616,Very low
12/22/2004,5:00:00,812,0.5,-200.0,1.5,541.0,89.0,1309.0,70.0,774.0,616.0,5.2,45.9,0.4099,Low
10/17/2004,9:00:00,959,-200.0,-200.0,5.6,792.0,-200.0,913.0,-200.0,1315.0,,17.1,58.7,1.1332,Very low
6/25/2004,3:00:00,833,0.7,-200.0,3.3,671.0,-200.0,1061.0,-200.0,1482.0,705.0,23.1,47.4,1.3208,Low
9/24/2004,12:00:00,1376,3.7,-200.0,22.3,1359.0,422.0,530.0,143.0,1998.0,,26.2,46.0,1.5422,High
9/20/2004,22:00:00,1034,2.0,-200.0,,972.0,230.0,747.0,115.0,1437.0,1118.0,23.9,38.1,1.1123,High
11/20/2004,11:00:00,933,2.2,-200.0,10.3,990.0,555.0,849.0,192.0,956.0,1104.0,14.8,17.9,0.2977,High
3/19/2004,18:00:00,1442,4.1,-200.0,20.2,,231.0,704.0,146.0,1952.0,1372.0,15.8,50.3,0.8989,High
6/18/2004,14:00:00,1083,2.0,-200.0,13.4,1097.0,117.0,765.0,125.0,1810.0,847.0,37.6,21.1,1.3478,High
2/13/2005,17:00:00,1053,1.0,-200.0,4.3,727.0,137.0,789.0,100.0,1081.0,610.0,17.1,35.8,0.6944,Moderate
1/5/2005,7:00:00,1333,2.2,-200.0,11.1,1019.0,411.0,576.0,,1275.0,,7.9,70.6,0.7562,
2/1/2005,17:00:00,1454,3.6,-200.0,16.3,1190.0,562.0,508.0,165.0,1434.0,,12.3,48.9,0.6967,High
7/30/2004,2:00:00,942,-200.0,-200.0,5.6,791.0,55.0,841.0,69.0,1551.0,859.0,23.5,51.3,1.4669999999999999,Very low
10/25/2004,12:00:00,1351,3.5,-200.0,20.0,,565.0,498.0,111.0,1821.0,1577.0,20.0,63.9,1.4805,High
10/20/2004,22:00:00,1378,3.4,-200.0,17.7,1229.0,405.0,511.0,99.0,1820.0,1466.0,21.8,69.6,1.79,High
9/20/2004,6:00:00,903,0.9,-200.0,4.7,748.0,126.0,937.0,60.0,1373.0,801.0,19.4,63.5,1.4139,Low
4/27/2004,23:00:00,1133,2.0,203.0,10.9,1012.0,111.0,806.0,108.0,1608.0,1054.0,17.9,43.5,0.884,High
9/1/2004,11:00:00,1026,1.9,-200.0,11.2,1020.0,269.0,689.0,122.0,1603.0,992.0,30.0,31.6,1.3176,High
5/20/2004,5:00:00,925,0.3,-200.0,2.3,,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582,Low
9/29/2004,19:00:00,1467,6.3,-200.0,34.1,1643.0,615.0,467.0,201.0,2088.0,1749.0,23.2,36.9,1.0346,High
7/23/2004,4:00:00,912,0.5,-200.0,3.9,706.0,34.0,891.0,55.0,1500.0,1022.0,25.6,45.8,1.4801,Low
7/4/2004,19:00:00,971,1.6,-200.0,9.1,942.0,104.0,900.0,103.0,1541.0,776.0,32.3,19.7,0.9345,High
12/20/2004,6:00:00,779,0.6,-200.0,0.7,466.0,46.0,1393.0,39.0,881.0,454.0,8.6,58.8,0.6603,Low
3/22/2004,14:00:00,1100,2.2,-200.0,11.2,1021.0,133.0,952.0,99.0,1607.0,822.0,21.3,26.1,0.6539,High
7/8/2004,2:00:00,962,0.6,-200.0,5.8,803.0,,853.0,60.0,1507.0,1066.0,27.5,34.0,1.2309999999999999,
3/28/2004,8:00:00,1024,1.3,91.0,4.7,,105.0,1136.0,75.0,1382.0,897.0,9.7,58.6,0.7035,
4/23/2004,14:00:00,1356,3.2,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,High
10/21/2004,18:00:00,1630,4.4,-200.0,28.7,1520.0,447.0,427.0,118.0,2166.0,1691.0,25.9,,1.8347,High
8/7/2004,5:00:00,788,0.5,-200.0,2.3,604.0,37.0,1068.0,45.0,1507.0,754.0,23.6,61.2,1.7588,Low
5/31/2004,15:00:00,1006,,-200.0,12.1,1054.0,115.0,921.0,111.0,1636.0,769.0,30.7,23.4,,High
4/8/2004,18:00:00,1408,4.6,808.0,24.0,1404.0,241.0,646.0,154.0,1972.0,1463.0,19.3,28.6,0.6357,High
5/14/2004,1:00:00,1141,2.1,-200.0,11.1,1017.0,112.0,740.0,104.0,1690.0,1188.0,16.8,57.5,1.0912,High
6/11/2004,11:00:00,1076,2.0,-200.0,12.2,1055.0,146.0,817.0,-200.0,1734.0,993.0,34.4,21.0,1.1248,High
12/31/2004,19:00:00,930,-200.0,-200.0,5.3,781.0,-200.0,933.0,-200.0,906.0,866.0,9.3,33.6,0.3958,Very low
11/9/2004,22:00:00,962,1.5,-200.0,5.3,778.0,-200.0,911.0,-200.0,1162.0,752.0,7.3,85.7,0.8818,
1/2/2005,20:00:00,1347,3.4,-200.0,13.0,1084.0,560.0,582.0,174.0,1290.0,2004.0,8.3,58.2,0.6391,High
2/7/2005,12:00:00,973,1.4,-200.0,5.7,797.0,221.0,845.0,154.0,845.0,769.0,12.9,20.6,0.3045,High
11/26/2004,17:00:00,1822,7.7,,36.0,1686.0,1134.0,387.0,233.0,2077.0,2244.0,15.5,61.2,1.067,High
12/1/2004,22:00:00,1040,1.8,-200.0,7.1,859.0,280.0,1705.0,107.0,1293.0,889.0,11.1,84.3,1.1137,High
10/5/2004,10:00:00,1435,-200.0,-200.0,22.8,,,513.0,-200.0,1910.0,1759.0,23.9,48.7,1.4269,Very low
5/11/2004,1:00:00,834,,-200.0,2.8,637.0,36.0,1187.0,53.0,1362.0,699.0,15.0,59.8,1.0142,Low
12/26/2004,16:00:00,1163,1.4,-200.0,5.8,801.0,186.0,772.0,99.0,1288.0,876.0,13.6,68.9,1.0699,High
10/9/2004,4:00:00,1062,,-200.0,5.1,770.0,96.0,780.0,48.0,1450.0,922.0,21.3,63.9,1.5951,Low
12/13/2004,2:00:00,995,1.8,-200.0,5.9,807.0,213.0,978.0,90.0,1056.0,1044.0,6.7,64.6,0.6381,High
2/23/2005,9:00:00,1033,,-200.0,6.2,820.0,360.0,740.0,198.0,1114.0,870.0,4.3,79.8,0.6706,High
11/21/2004,10:00:00,941,0.4,-200.0,6.4,832.0,,914.0,125.0,970.0,964.0,7.2,42.8,0.4356,Low
1/5/2005,14:00:00,1295,3.1,-200.0,13.2,,459.0,553.0,,1479.0,1441.0,14.3,61.2,0.9941,High
10/17/2004,16:00:00,877,-200.0,-200.0,5.1,769.0,-200.0,962.0,-200.0,1212.0,529.0,22.4,36.0,0.9621,Very low
3/19/2004,14:00:00,1364,3.3,-200.0,16.7,,198.0,771.0,135.0,1875.0,1250.0,16.3,47.1,0.8640000000000001,High
2/15/2005,0:00:00,884,1.0,-200.0,3.1,658.0,126.0,982.0,102.0,813.0,581.0,,31.2,0.3521,Moderate
10/8/2004,21:00:00,1221,1.5,-200.0,12.3,1061.0,163.0,619.0,76.0,1615.0,1178.0,24.6,52.2,,High
12/15/2004,5:00:00,-200,0.8,-200.0,-200.0,-200.0,133.0,-200.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0,Low
6/18/2004,0:00:00,1013,1.8,-200.0,10.6,999.0,120.0,791.0,105.0,1751.0,1119.0,24.0,47.3,1.3914,High
9/4/2004,15:00:00,1029,1.6,-200.0,8.3,913.0,,787.0,-200.0,1373.0,607.0,38.3,19.3,1.2736,High
8/17/2004,20:00:00,1029,,-200.0,7.5,877.0,-200.0,807.0,-200.0,1489.0,776.0,30.4,29.8,1.2712,Very low
10/20/2004,7:00:00,1522,-200.0,-200.0,26.1,1457.0,-200.0,458.0,-200.0,2043.0,,18.8,73.0,1.5737,Very low
11/5/2004,18:00:00,1774,8.0,-200.0,42.8,1829.0,852.0,359.0,154.0,2457.0,2152.0,21.4,60.9,1.5322,High
12/1/2004,20:00:00,1090,2.6,-200.0,10.1,981.0,279.0,1513.0,113.0,1390.0,1044.0,,76.1,1.0544,High
1/3/2005,9:00:00,-200,3.1,-200.0,-200.0,-200.0,551.0,-200.0,175.0,,-200.0,-200.0,-200.0,-200.0,High
1/29/2005,20:00:00,925,1.4,-200.0,3.4,678.0,176.0,960.0,125.0,861.0,594.0,,49.0,0.37,High
3/31/2004,7:00:00,1636,3.1,,15.6,1168.0,207.0,721.0,,1926.0,1438.0,13.8,58.2,0.9129,High
1/25/2005,23:00:00,804,-200.0,,1.5,546.0,81.0,1194.0,67.0,796.0,400.0,3.9,50.6,0.4127,Very low
10/11/2004,11:00:00,1202,2.3,-200.0,12.3,1058.0,416.0,647.0,82.0,1623.0,1152.0,20.0,69.6,1.607,High
4/13/2004,10:00:00,1020,1.6,144.0,7.3,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,High
4/2/2004,21:00:00,1374,3.0,415.0,14.1,1121.0,180.0,771.0,146.0,1685.0,1399.0,18.5,43.0,0.9074,High
11/23/2004,4:00:00,1084,-200.0,,6.1,816.0,226.0,776.0,94.0,1165.0,,7.9,81.8,0.8759,Very low
9/21/2004,5:00:00,869,0.6,-200.0,3.3,673.0,102.0,1033.0,53.0,1307.0,688.0,18.8,63.0,1.3582,Low
