"amount","account_id","memo","transaction_date","processed_Memo","name"
"-15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7551","2018-07-09 00:00:00","www transfer","checking"
"59000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW431881728230","2018-07-09 00:00:00","pc www fgn exchange ref 3ww","checking"
"-485845","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 1749","2018-07-09 00:00:00","www transfer","checking"
"485841","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","CASH WITHDRAWAL -BR TO BR - 0616","2018-07-09 00:00:00","cash withdrawal br to br","checking"
"15000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 7551","2018-07-09 00:00:00","www trf dda","savings"
"-20000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 6167","2018-07-09 00:00:00","www transfer","savings"
"485845","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 1749","2018-07-09 00:00:00","www trf dda","savings"
"-1200","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 3372","2018-07-09 00:00:00","www transfer","savings"
"-100","ng55wNoZKMUNbAKY4bPAiMOKJb8O6bSAmDJe7","TF 3367#3978-557","2018-07-09 00:00:00","tf","savings"
"-5000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 2018188201997AB9F","2018-07-09 00:00:00","interac e transfer received ab9f","checking"
"100","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0459#8938-850","2018-07-09 00:00:00","tf","checking"
"100","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 3367#8972-015","2018-07-09 00:00:00","tf","checking"
"3555","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-07-09 00:00:00","tf","checking"
"-100","p9ooLbgONRf6EDjy8EBDFdV1OzAVazfJ0qnkD","TF 3367#3978-557","2018-07-09 00:00:00","tf","savings"
"700","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","SOBEYS #934","2018-07-06 00:00:00","sobeys","checking"
"700","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-07-06 00:00:00","tf","checking"
"10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRF DDA - 8127","2018-07-05 00:00:00","www trf dda","savings"
"5531","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","HYDRO BILL PMT -TORONTO HYDRO","2018-07-05 00:00:00","hydro bill pmt toronto hydro","checking"
"-10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 8127","2018-07-05 00:00:00","www transfer","checking"
"2400","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-07-05 00:00:00","tf","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW451851555580","2018-07-04 00:00:00","pc www fgn exchange ref 3ww","checking"
"-68000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3731","2018-07-04 00:00:00","www transfer","checking"
"413635","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MORTGAGE PAYMENT","2018-07-04 00:00:00","mortgage payment","checking"
"8800","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRF DDA - 5415","2018-07-04 00:00:00","www trf dda","savings"
"-15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5735","2018-07-04 00:00:00","interac e trf","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5444","2018-07-04 00:00:00","www trf dda","checking"
"-8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5415","2018-07-04 00:00:00","www transfer","checking"
"68000","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRF DDA - 3731","2018-07-04 00:00:00","www trf dda","savings"
"-8800","yePzMYDrJ8TVDE93p3DosK6Rb93JrzcO0MDq9","WWW TRANSFER - 5444","2018-07-04 00:00:00","www transfer","checking"
"16000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRF DDA - 1885","2018-07-03 00:00:00","www trf dda","checking"
"207400","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRF DDA - 4794","2018-07-03 00:00:00","www trf dda","savings"
"-64","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","DEPOSIT INTEREST","2018-07-03 00:00:00","deposit interest","savings"
"-727","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","DEPOSIT INTEREST","2018-07-03 00:00:00","deposit interest","savings"
"-27500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-6779","2018-07-03 00:00:00","www3rd pty dep","checking"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4875","2018-07-03 00:00:00","www trf dda","checking"
"8000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3601","2018-07-03 00:00:00","interac e trf","checking"
"72000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4893","2018-07-03 00:00:00","interac e trf","checking"
"7079","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 6273 -CROWSNEST PUB","2018-07-03 00:00:00","idp purchase crowsnest pub","checking"
"-140000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5651","2018-07-03 00:00:00","interac e trf","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-7836","2018-07-03 00:00:00","www3rd pty dep","checking"
"8700","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3835","2018-07-03 00:00:00","www trf dda","checking"
"397034","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MORTGAGE -Simplii FI","2018-07-03 00:00:00","mortgage simplii fi","checking"
"-150000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 1748","2018-07-03 00:00:00","interac e trf","checking"
"-190000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MOBILE DEP- 3769","2018-07-03 00:00:00","mobile dep","checking"
"-15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-2751","2018-07-03 00:00:00","www3rd pty dep","checking"
"-8000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181822039DB21CB","2018-07-03 00:00:00","interac e transfer received db21cb","checking"
"250000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-07-03 00:00:00","tf","checking"
"-26000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 2018181073124CF26","2018-07-03 00:00:00","interac e transfer received cf","checking"
"-8800","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 3463","2018-07-03 00:00:00","www transfer","savings"
"8800","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRF DDA - 7799","2018-07-03 00:00:00","www trf dda","savings"
"-64600","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 5493","2018-07-03 00:00:00","www transfer","savings"
"-8800","yePzMYDrJ8TVDE93p3DosK6Rb93JrzcO0MDq9","WWW TRANSFER - 7843","2018-07-03 00:00:00","www transfer","checking"
"-16000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRANSFER - 4875","2018-07-03 00:00:00","www transfer","checking"
"-8700","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRANSFER - 3835","2018-07-03 00:00:00","www transfer","savings"
"13000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 6651","2018-07-03 00:00:00","interac e trf","checking"
"9000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 8696","2018-07-03 00:00:00","interac e trf","checking"
"-8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7799","2018-07-03 00:00:00","www transfer","checking"
"8534","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-1369 -RUSTYS AT BLUE","2018-07-03 00:00:00","c idp purchase rustys at blue","checking"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 6556 -TORONTO TAXES","2018-07-03 00:00:00","www payment toronto taxes","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 7843","2018-07-03 00:00:00","www trf dda","checking"
"-10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-0569","2018-07-03 00:00:00","www3rd pty dep","checking"
"64600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5493","2018-07-03 00:00:00","www trf dda","checking"
"18000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4805","2018-07-03 00:00:00","www transfer","checking"
"-40000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3981","2018-07-03 00:00:00","interac e trf","checking"
"-5200","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 2147","2018-07-03 00:00:00","interac e trf","checking"
"780","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-5254 -AROMA ESPRESSO","2018-07-03 00:00:00","c idp purchase aroma espresso","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3463","2018-07-03 00:00:00","www trf dda","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4358","2018-07-03 00:00:00","interac e trf","checking"
"27364","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4539","2018-07-03 00:00:00","www transfer","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4848","2018-07-03 00:00:00","www trf dda","checking"
"68000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 7122","2018-07-03 00:00:00","interac e trf","checking"
"2790","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8520 -LCBO/RAO #0283","2018-07-03 00:00:00","idp purchase lcbo rao","checking"
"-16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 1885","2018-07-03 00:00:00","www transfer","checking"
"-207400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4794","2018-07-03 00:00:00","www transfer","checking"
"-10","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","DEPOSIT INTEREST","2018-07-03 00:00:00","deposit interest","savings"
"-10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRANSFER - 4848","2018-07-03 00:00:00","www transfer","savings"
"-4000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181812046070620","2018-07-03 00:00:00","interac e transfer received","checking"
"15000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER SENT 2018184232414762D","2018-07-03 00:00:00","interac e transfer sent d","checking"
"4000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-07-03 00:00:00","tf","checking"
"8000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","ROXYS GAS & V","2018-07-03 00:00:00","roxys gas v","checking"
"-6000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 5383","2018-06-29 00:00:00","www transfer","savings"
"1104","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-4713 -TUCKSHOP KITCHE","2018-06-29 00:00:00","c idp purchase tuckshop kitche","checking"
"554","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-06-29 00:00:00","starbucks","checking"
"-496453","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PAYROLL DEPOSIT -IDS MANAGEMENT","2018-06-29 00:00:00","payroll deposit ids management","checking"
"3000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","PREMIUM PLAN","2018-06-29 00:00:00","premium plan","checking"
"-68000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201818022275CE54C","2018-06-29 00:00:00","interac e transfer received ce54c","checking"
"13000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-06-29 00:00:00","tf","checking"
"-20000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201818019471EBAB1","2018-06-29 00:00:00","interac e transfer received ebab","checking"
"-141500","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201818019549E6A1E","2018-06-29 00:00:00","interac e transfer received e6a1e","checking"
"6000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5383","2018-06-29 00:00:00","www trf dda","checking"
"20000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-06-29 00:00:00","tf","checking"
"-13000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201818022225B679E","2018-06-29 00:00:00","interac e transfer received b679e","checking"
"1582","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9999 -LICK IT GELATO","2018-06-28 00:00:00","c idp purchase lick it gelato","checking"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INVESTMENT -SPECIAL DEPOSIT","2018-06-28 00:00:00","investment special deposit","checking"
"186500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0435","2018-06-28 00:00:00","interac e trf","checking"
"150","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-3631 -AIR-SERV PETRO-","2018-06-28 00:00:00","c idp purchase air serv petro","checking"
"325","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-0914 -PORTLAND VARIET","2018-06-27 00:00:00","c idp purchase portland variet","checking"
"1917","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-6388 -NANDO'S QUEEN W","2018-06-27 00:00:00","c idp purchase nando s queen w","checking"
"2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-06-26 00:00:00","misc payment paypal","checking"
"15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N9416","2018-06-26 00:00:00","www payment n","checking"
"-255000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MOBILE DEP- 5378","2018-06-25 00:00:00","mobile dep","checking"
"150","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9776 -AIR-SERV ESSO A","2018-06-25 00:00:00","c idp purchase air serv esso a","checking"
"799","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9367 -SOBEYS #934","2018-06-25 00:00:00","c idp purchase sobeys","checking"
"5800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4700","2018-06-25 00:00:00","interac e trf","checking"
"858","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9757 -COFFEE ISLAND","2018-06-25 00:00:00","c idp purchase coffee island","checking"
"205","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-06-25 00:00:00","starbucks","checking"
"28000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5274","2018-06-25 00:00:00","interac e trf","checking"
"8000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-06-25 00:00:00","tf","checking"
"-28000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181761656C67214","2018-06-25 00:00:00","interac e transfer received c","checking"
"-5000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201817613033E5028","2018-06-25 00:00:00","interac e transfer received e","checking"
"5800","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-06-25 00:00:00","tf","checking"
"1540","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-3680 -BALZAC'S COFFEE","2018-06-25 00:00:00","c idp purchase balzac s coffee","checking"
"725","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-6727 -PIZZAIOLO","2018-06-25 00:00:00","c idp purchase pizzaiolo","checking"
"554","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-06-25 00:00:00","starbucks","checking"
"1600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 9776","2018-06-25 00:00:00","interac e trf","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3447","2018-06-25 00:00:00","interac e trf","checking"
"20800","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-06-25 00:00:00","tf","checking"
"-5800","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181741411BA8BD7","2018-06-25 00:00:00","interac e transfer received ba8bd","checking"
"1600","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-06-25 00:00:00","tf","checking"
"-8000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181741406DC4305","2018-06-25 00:00:00","interac e transfer received dc","checking"
"-1600","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 2018174141652E98B","2018-06-25 00:00:00","interac e transfer received e98b","checking"
"1495","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MONTHLY FEE","2018-06-22 00:00:00","monthly fee","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW031731026190","2018-06-22 00:00:00","pc www fgn exchange ref 3ww","checking"
"5871","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0358","2018-06-22 00:00:00","interac e trf","checking"
"-10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-0718","2018-06-22 00:00:00","www3rd pty dep","checking"
"1700","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 8774","2018-06-21 00:00:00","interac e trf","checking"
"-4200","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20181720958AD3D00","2018-06-21 00:00:00","interac e transfer received ad3d","checking"
"4000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-06-21 00:00:00","tf","checking"
"15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW211721042460","2018-06-21 00:00:00","pc www fgn exchange ref 3ww","checking"
"4200","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 6559","2018-06-21 00:00:00","interac e trf","checking"
"150","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-4190 -AIR-SERV PETRO-","2018-06-21 00:00:00","c idp purchase air serv petro","checking"
"3137","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9980 -METRO #720","2018-06-21 00:00:00","c idp purchase metro","checking"
"-15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-3175","2018-06-21 00:00:00","www3rd pty dep","checking"
"-54200","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201817221224BA756","2018-06-21 00:00:00","interac e transfer received ba","checking"
"54200","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-06-21 00:00:00","tf","checking"
"54000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 2330","2018-06-20 00:00:00","interac e trf","checking"
"1037","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9621 -THE BURGERS PRI","2018-06-20 00:00:00","c idp purchase the burgers pri","checking"
"39000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","HST.13 X $3000.00","2018-06-20 00:00:00","hst x","checking"
"300000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","BR.2692 INITIAL REVIEW FEE","2018-06-20 00:00:00","br initial review fee","checking"
"1","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","OD INTEREST","2018-06-19 00:00:00","od interest","checking"
"-54000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 2018170181784D7CA","2018-06-19 00:00:00","interac e transfer received d7ca","checking"
"54000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-06-19 00:00:00","tf","checking"
"953","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-06-19 00:00:00","misc payment paypal","checking"
"-54000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INSURANCE -RBC INSURANCE:","2018-06-19 00:00:00","insurance rbc insurance","checking"
"24000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRF DDA - 7767","2018-06-18 00:00:00","www trf dda","checking"
"250000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5018","2018-06-18 00:00:00","www trf dda","savings"
"50000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 6898","2018-06-18 00:00:00","www trf dda","savings"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 4529 -TORONTO TAXES","2018-06-18 00:00:00","www payment toronto taxes","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5318","2018-06-18 00:00:00","www trf dda","checking"
"3000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 9802 -ROGERS BANK","2018-06-18 00:00:00","www payment rogers bank","checking"
"-22000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 9078","2018-06-18 00:00:00","interac e trf","checking"
"1092","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -FCDQ","2018-06-18 00:00:00","misc payment fcdq","checking"
"-120000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201816813234CBD14","2018-06-18 00:00:00","interac e transfer received cbd","checking"
"-50000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201816913036055AE","2018-06-18 00:00:00","interac e transfer received ae","checking"
"-8800","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 5318","2018-06-18 00:00:00","www transfer","savings"
"-24300","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRANSFER - 8865","2018-06-18 00:00:00","www transfer","checking"
"-198600","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRANSFER - 8725","2018-06-18 00:00:00","www transfer","savings"
"26500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 7834","2018-06-18 00:00:00","interac e trf","checking"
"-24000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7767","2018-06-18 00:00:00","www transfer","checking"
"24300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 8865","2018-06-18 00:00:00","www trf dda","checking"
"198600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 8725","2018-06-18 00:00:00","www trf dda","checking"
"899","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-0012 -SOBEYS #934","2018-06-18 00:00:00","c idp purchase sobeys","checking"
"-50000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6898","2018-06-18 00:00:00","www transfer","checking"
"250000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 8529","2018-06-18 00:00:00","interac e trf","checking"
"50000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 7411","2018-06-18 00:00:00","interac e trf","checking"
"22000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6608","2018-06-18 00:00:00","www transfer","checking"
"-250000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5018","2018-06-18 00:00:00","www transfer","checking"
"5000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-06-18 00:00:00","tf","checking"
