Id,MSSubClass,LotArea,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscVal,YrSold,SalePrice
577,50,6292,Gtl,1.5Fin,7,7,1928,0,861,GasA,Y,877,600,1477,2,0,3,6,1,1,216,Y,0,50,0,2009,145000
578,80,11777,Gtl,SLvl,5,6,1966,97,1164,GasA,Y,1320,0,1320,1,0,3,6,2,2,564,Y,160,68,0,2006,164500
579,160,3604,Gtl,2Story,7,5,2007,0,689,GasA,Y,703,689,1392,2,0,2,5,0,2,540,Y,0,102,0,2008,146000
580,50,12150,Gtl,1.5Fin,5,5,1954,335,1050,GasA,N,1050,745,1795,2,0,4,7,0,1,352,Y,0,0,0,2008,131500
581,20,14585,Gtl,1Story,6,6,1960,85,1144,GasA,Y,1429,0,1429,1,0,3,7,2,2,572,Y,216,110,0,2007,181900
582,20,12704,Gtl,1Story,8,5,2008,306,2042,GasA,Y,2042,0,2042,2,1,3,8,1,3,1390,Y,0,90,0,2009,253293
583,90,11841,Gtl,SFoyer,6,5,1990,104,816,GasA,Y,816,0,816,1,0,3,5,0,0,0,Y,0,32,0,2007,118500
584,75,13500,Gtl,2.5Unf,10,9,1893,0,1237,GasA,Y,1521,1254,2775,3,1,3,9,1,2,880,Y,105,502,0,2008,325000
585,50,6120,Gtl,1.5Fin,4,7,1935,0,884,GasA,Y,989,584,1573,1,0,3,6,0,1,240,Y,0,0,0,2009,133000
586,20,11443,Gtl,1Story,8,5,2005,208,1868,GasA,Y,2028,0,2028,2,0,2,7,2,3,880,Y,326,66,0,2006,369900
587,30,10267,Gtl,1Story,6,7,1918,0,816,GasA,Y,838,0,838,1,0,2,5,0,1,275,N,0,0,0,2008,130000
588,85,8740,Gtl,SFoyer,5,6,1982,0,840,GasA,Y,860,0,860,1,0,2,4,0,2,528,Y,0,0,0,2009,137000
589,20,25095,Sev,1Story,5,8,1968,0,1437,GasA,Y,1473,0,1473,1,0,1,5,2,1,452,Y,0,48,0,2009,143000
590,40,9100,Gtl,1Story,5,6,1930,0,742,GasA,Y,779,0,935,1,0,2,4,0,1,308,P,0,0,600,2008,79500
591,60,8320,Gtl,2Story,7,5,2004,0,770,GasA,Y,770,812,1582,2,1,3,6,0,2,520,Y,0,45,0,2008,185900
592,60,13478,Gtl,2Story,10,5,2008,420,1722,GasA,Y,1728,568,2296,2,1,3,10,1,3,842,Y,382,274,0,2009,451950
593,20,6600,Gtl,1Story,5,8,1982,0,816,GasA,Y,816,0,816,1,0,2,4,0,2,816,Y,0,0,0,2008,138000
594,120,4435,Gtl,1Story,6,5,2003,170,848,GasA,Y,848,0,848,1,0,1,4,0,2,420,Y,140,0,0,2009,140000
595,20,7990,Gtl,1Story,5,6,1975,0,924,GasA,Y,924,0,924,1,0,3,5,0,1,280,Y,0,0,0,2008,110000
596,20,11302,Gtl,1Story,8,5,2005,238,1814,GasA,Y,1826,0,1826,2,0,3,7,1,3,758,Y,180,75,0,2006,319000
597,70,3600,Gtl,2Story,6,7,1910,0,684,GasA,N,684,684,1368,1,0,3,7,0,1,216,N,0,158,0,2006,114504
598,120,3922,Gtl,1Story,7,5,2006,72,1258,GasA,Y,1402,0,1402,0,2,2,7,1,3,648,Y,120,16,0,2007,194201
599,20,12984,Gtl,1Story,5,6,1977,459,1430,GasA,Y,1647,0,1647,2,0,3,7,1,2,621,Y,0,0,0,2006,217500
600,160,1950,Gtl,2Story,6,6,1980,0,716,GasA,Y,716,840,1556,2,1,3,6,1,2,452,Y,161,0,0,2008,151000
601,60,10927,Gtl,2Story,8,5,2005,280,1058,GasA,Y,1058,846,1904,2,1,3,8,1,2,736,Y,179,60,0,2006,275000
602,50,9000,Gtl,1.5Fin,6,6,1937,0,780,GasA,Y,780,595,1375,1,1,3,6,1,1,544,P,0,162,0,2007,141000
603,60,10041,Gtl,2Story,8,5,1992,0,908,GasA,Y,927,988,1915,2,1,3,8,1,2,506,Y,120,150,0,2006,220000
604,160,3182,Gtl,2Story,7,5,2004,0,600,GasA,Y,600,600,1200,2,1,2,4,0,2,480,Y,0,172,0,2010,151000
605,20,12803,Gtl,1Story,7,5,2002,99,1494,GasA,Y,1494,0,1494,2,0,3,6,1,2,530,Y,192,36,0,2008,221000
606,60,13600,Gtl,2Story,7,6,1965,176,768,GasA,Y,1186,800,1986,2,1,3,7,3,2,486,Y,0,42,0,2009,205000
607,20,12464,Mod,1Story,5,5,1996,0,1040,GasA,Y,1040,0,1040,1,0,3,6,0,2,576,Y,168,0,0,2009,152000
608,20,7800,Mod,2Story,5,8,1948,0,896,GasA,Y,1112,896,2008,3,0,3,8,0,1,230,Y,103,0,0,2006,225000
609,70,12168,Mod,2Story,8,6,1934,0,965,GasA,Y,1940,1254,3194,2,1,4,10,2,2,380,Y,0,0,0,2007,359100
610,20,7943,Gtl,1Story,4,5,1961,192,1029,GasA,Y,1029,0,1029,1,0,3,5,0,1,261,Y,64,0,0,2007,118500
611,60,11050,Gtl,2Story,9,5,2000,204,1440,GasA,Y,1476,677,2153,2,1,3,8,2,3,736,Y,253,142,0,2009,313000
612,80,10395,Gtl,SLvl,6,6,1978,233,1032,GasA,Y,1032,0,1032,2,0,3,6,1,2,564,Y,0,0,500,2007,148000
613,60,11885,Gtl,2Story,8,5,2001,108,1299,GasA,Y,1299,573,1872,2,1,3,7,1,2,531,Y,160,122,0,2009,261500
614,20,8402,Gtl,1Story,5,5,2007,0,1120,GasA,Y,1120,0,1120,1,0,3,6,0,0,0,Y,0,30,0,2007,147000
615,180,1491,Gtl,SFoyer,4,6,1972,0,630,GasA,Y,630,0,630,1,0,1,3,0,0,0,Y,96,24,0,2010,75500
616,85,8800,Gtl,SFoyer,6,7,1963,156,936,GasA,Y,1054,0,1054,1,0,3,6,0,2,480,Y,120,0,0,2010,137500
617,60,7861,Gtl,2Story,6,5,2002,0,783,GasA,Y,807,702,1509,2,1,3,7,1,2,393,Y,100,75,0,2006,183200
618,45,7227,Mod,1.5Unf,6,6,1954,0,832,GasA,Y,832,0,832,1,0,2,4,0,2,528,Y,0,0,0,2008,105500
619,20,11694,Gtl,1Story,9,5,2007,452,1822,GasA,Y,1828,0,1828,2,0,3,9,1,3,774,Y,0,108,0,2007,314813
620,60,12244,Gtl,2Story,8,5,2003,226,1482,GasA,Y,1482,780,2262,2,1,4,10,2,3,749,Y,168,0,0,2008,305000
621,30,8248,Gtl,1Story,3,3,1914,0,864,GasA,N,864,0,864,1,0,2,5,0,0,0,N,0,0,0,2008,67000
622,60,10800,Gtl,2Story,6,7,1974,0,1522,GasA,Y,1548,1066,2614,2,1,4,9,1,2,624,Y,38,243,0,2008,240000
623,20,7064,Gtl,1Story,5,6,1977,153,980,GasA,Y,980,0,980,1,0,3,6,0,2,484,Y,192,0,0,2009,135000
624,160,2117,Gtl,2Story,6,5,2000,513,756,GasA,Y,756,756,1512,2,1,2,4,1,2,440,Y,0,32,0,2007,168500
625,60,10400,Gtl,2Story,6,5,1972,288,732,GasA,Y,1012,778,1790,1,2,4,8,1,2,484,Y,148,0,0,2006,165150
626,20,10000,Gtl,1Story,6,6,1962,261,1116,GasA,Y,1116,0,1116,1,1,3,5,0,2,440,Y,0,0,0,2010,160000
627,20,12342,Gtl,1Story,5,5,1960,0,978,GasA,Y,1422,0,1422,1,0,3,6,1,1,286,Y,0,0,600,2007,139900
628,80,9600,Gtl,SLvl,6,6,1955,164,1156,GasA,Y,1520,0,1520,1,0,3,7,2,1,364,Y,0,0,0,2010,153000
629,60,11606,Sev,2Story,5,5,1969,192,1040,GasA,Y,1040,1040,2080,1,2,5,9,2,2,504,Y,335,0,0,2007,135000
630,80,9020,Gtl,SLvl,6,5,1964,259,1248,GasA,Y,1350,0,1350,1,1,3,6,0,2,520,Y,176,0,0,2008,168500
631,70,9000,Gtl,2Story,5,6,1880,0,636,GasA,Y,1089,661,1750,1,0,3,8,0,1,240,N,0,0,0,2006,124000
632,120,4590,Gtl,1Story,8,5,2006,108,1554,GasA,Y,1554,0,1554,2,0,2,6,1,2,627,Y,156,73,0,2007,209500
633,20,11900,Gtl,1Story,7,5,1977,209,1386,GasA,Y,1411,0,1411,2,0,3,6,1,2,544,Y,192,0,0,2009,82500
634,20,9250,Gtl,1Story,5,7,1954,0,1056,GasA,Y,1056,0,1056,1,0,3,6,0,1,260,Y,390,0,0,2007,139400
635,90,6979,Gtl,SFoyer,6,5,1980,0,1056,GasA,Y,1056,0,1056,0,0,0,4,0,2,576,Y,264,56,600,2010,144000
636,190,10896,Gtl,2.5Fin,6,7,1914,0,1440,GasA,Y,1440,1440,3395,2,0,8,14,0,0,0,N,0,110,0,2007,200000
637,30,6120,Gtl,1Story,2,3,1936,0,264,Grav,N,800,0,800,1,0,1,4,1,0,0,N,0,0,0,2009,60000
638,190,6000,Gtl,1.5Fin,5,4,1954,0,811,GasA,Y,811,576,1387,2,0,3,7,0,1,256,Y,0,0,0,2009,93000
639,30,8777,Gtl,1Story,5,7,1910,0,796,GasA,Y,796,0,796,1,0,2,4,0,0,0,P,328,0,0,2008,85000
640,120,3982,Gtl,1Story,8,5,2006,0,1520,GasA,Y,1567,0,1567,2,0,1,7,1,3,648,Y,312,0,0,2006,264561
641,120,12677,Gtl,1Story,8,5,2003,472,1518,GasA,Y,1518,0,1518,1,1,1,6,1,2,588,Y,185,140,0,2008,274000
642,60,7050,Gtl,2Story,7,5,2001,0,1057,GasA,Y,1057,872,1929,2,1,3,7,1,2,650,Y,0,235,0,2007,226000
643,80,13860,Gtl,SLvl,8,7,1972,0,1952,GasA,Y,2000,704,2704,2,1,4,9,3,2,538,Y,269,111,0,2009,345000
644,60,10793,Gtl,2Story,5,5,1969,263,780,GasA,Y,780,840,1620,2,1,4,7,0,2,462,Y,208,0,0,2007,152000
645,20,9187,Gtl,1Story,9,5,2009,162,1766,GasA,Y,1766,0,1766,2,1,2,7,1,3,478,Y,195,130,0,2009,370878
646,20,10530,Gtl,1Story,6,5,1971,0,981,GasA,Y,981,0,981,1,1,3,5,0,2,576,Y,0,312,0,2007,143250
647,20,7200,Gtl,1Story,5,5,1950,0,0,GasA,Y,1048,0,1048,1,0,3,7,0,2,420,Y,0,27,0,2008,98300
648,20,10452,Gtl,1Story,6,5,1953,216,1094,GasA,Y,1094,0,1094,1,0,3,5,2,2,495,Y,0,0,0,2008,155000
649,60,7700,Gtl,2Story,6,5,1966,351,756,GasA,Y,1051,788,1839,1,1,4,7,1,2,442,Y,0,124,0,2010,155000
650,180,1936,Gtl,SFoyer,4,6,1970,0,630,GasA,Y,630,0,630,1,0,1,3,0,0,0,Y,0,0,0,2007,84500
651,60,8125,Gtl,2Story,7,6,2007,NA,813,GasA,Y,822,843,1665,2,1,3,7,0,2,562,Y,0,0,0,2008,205950
652,70,9084,Gtl,2Story,4,5,1940,0,755,GasA,Y,755,755,1510,1,0,4,7,1,1,296,P,120,0,0,2009,108000
653,60,8750,Gtl,2Story,7,5,1996,0,880,GasA,Y,909,807,1716,2,1,2,7,1,2,512,Y,0,120,0,2009,191000
654,50,10320,Gtl,1.5Fin,6,7,1906,0,756,GasA,Y,756,713,1469,1,0,3,7,0,1,216,Y,57,0,0,2008,135000
655,20,10437,Gtl,1Story,8,6,1995,660,2109,GasA,Y,2113,0,2113,2,1,2,7,1,3,839,Y,236,46,0,2008,350000
656,160,1680,Gtl,2Story,6,5,1971,381,525,GasA,Y,525,567,1092,1,1,3,6,0,1,264,Y,0,0,0,2010,88000
657,20,10007,Gtl,1Story,5,7,1959,54,1053,GasA,Y,1053,0,1053,1,1,3,5,0,1,312,Y,0,0,0,2008,145500
658,70,7200,Mod,2Story,7,6,1931,0,776,GasA,Y,851,651,1502,1,1,3,6,1,1,270,P,0,0,0,2008,149000
659,50,17503,Gtl,1.5Fin,6,5,1948,0,912,GasA,Y,912,546,1458,1,0,3,6,1,1,330,Y,192,0,0,2010,97500
660,20,9937,Gtl,1Story,5,7,1964,0,1486,GasA,Y,1486,0,1486,1,0,3,7,0,2,480,Y,0,0,0,2009,167000
661,60,12384,Gtl,2Story,7,7,1976,233,793,GasA,Y,1142,793,1935,2,1,3,7,1,2,550,Y,0,113,0,2007,197900
662,60,46589,Gtl,2Story,8,7,1994,528,1629,GasA,Y,1686,762,2448,2,1,4,8,1,3,711,Y,517,76,0,2009,402000
663,20,13560,Gtl,1Story,6,3,1968,216,1392,GasA,Y,1392,0,1392,1,0,2,5,2,2,576,Y,0,0,0,2009,110000
664,85,10012,Gtl,SFoyer,4,5,1972,0,1138,GasA,Y,1181,0,1181,2,0,3,6,0,2,588,Y,0,0,0,2008,137500
665,20,20896,Gtl,1Story,8,5,2005,0,2077,GasA,Y,2097,0,2097,1,1,1,8,1,3,1134,Y,192,267,0,2006,423000
666,60,11194,Gtl,2Story,8,5,2000,40,1406,GasA,Y,1454,482,1936,2,1,3,7,1,2,504,Y,188,124,0,2006,230500
667,60,18450,Gtl,2Story,6,5,1965,113,1021,GasA,Y,1465,915,2380,2,1,3,7,1,2,596,Y,0,265,0,2007,129000
668,20,8125,Gtl,1Story,6,5,1994,258,1408,GasA,Y,1679,0,1679,2,0,3,7,1,2,575,Y,224,42,0,2008,193500
669,20,14175,Mod,1Story,5,6,1956,0,1188,GasA,Y,1437,0,1437,1,1,3,6,1,2,576,Y,304,0,0,2006,168000
670,30,11600,Gtl,1Story,4,5,1922,0,700,GasA,Y,1180,0,1180,1,0,2,5,1,1,252,Y,0,0,0,2006,137500
671,60,8633,Gtl,2Story,6,5,2005,0,738,GasA,Y,738,738,1476,2,1,3,7,0,2,540,Y,100,35,0,2009,173500
672,70,6629,Gtl,2Story,6,6,1925,0,672,GasA,N,697,672,1369,2,0,3,6,0,1,300,Y,147,0,0,2009,103600
673,20,11250,Gtl,1Story,6,6,1977,0,1208,GasA,Y,1208,0,1208,1,1,3,6,1,2,546,Y,198,42,0,2006,165000
674,20,14442,Gtl,1Story,6,7,1957,106,1477,GasA,Y,1839,0,1839,2,0,3,7,2,2,416,Y,0,87,0,2007,257500
675,20,9200,Gtl,1Story,6,6,1965,0,1136,GasA,Y,1136,0,1136,1,0,3,5,1,1,384,Y,426,0,0,2008,140000
676,160,2289,Gtl,2Story,6,6,1978,0,855,GasA,Y,855,586,1441,2,1,3,7,1,2,440,Y,28,0,0,2009,148500
677,70,9600,Gtl,2Story,4,2,1900,0,1095,GasW,N,1095,679,1774,2,0,4,8,0,3,779,N,0,0,0,2006,87000
678,30,9022,Gtl,1Story,5,8,1924,0,768,GasA,Y,792,0,792,1,0,2,5,0,1,240,N,316,0,0,2009,109500
679,20,11844,Gtl,1Story,8,5,2008,464,2046,GasA,Y,2046,0,2046,2,1,3,7,1,3,834,Y,322,82,0,2009,372500
680,20,9945,Gtl,1Story,5,5,1961,57,988,GasA,Y,988,0,988,1,0,3,5,0,2,572,Y,0,0,0,2007,128500
681,120,8012,Gtl,1Story,6,5,1980,0,923,GasA,Y,923,0,923,2,0,2,5,1,1,264,Y,80,0,0,2010,143000
682,50,4500,Gtl,1.5Fin,5,5,1932,0,793,GasA,Y,848,672,1520,1,0,3,6,0,1,281,Y,0,0,0,2009,159434
683,120,2887,Gtl,1Story,6,5,1996,0,1291,GasA,Y,1291,0,1291,1,0,2,6,1,2,431,Y,307,0,0,2008,173000
684,20,11248,Gtl,1Story,9,5,2002,215,1626,GasA,Y,1668,0,1668,2,0,3,7,1,3,702,Y,257,45,0,2007,285000
685,60,16770,Gtl,2Story,7,5,1998,30,1195,GasA,Y,1195,644,1839,2,1,4,7,0,2,486,Y,0,81,0,2010,221000
686,160,5062,Gtl,2Story,7,5,1984,0,1190,GasA,Y,1190,900,2090,2,0,3,6,1,2,577,Y,219,0,0,2007,207500
687,60,10207,Gtl,2Story,7,6,2007,0,874,GasA,Y,874,887,1761,3,0,3,7,0,2,578,Y,144,105,0,2007,227875
688,160,5105,Gtl,2Story,7,5,2004,0,551,GasA,Y,551,551,1102,2,1,2,4,0,2,480,Y,0,60,0,2007,148800
689,20,8089,Gtl,1Story,8,6,2007,0,1419,GasA,Y,1419,0,1419,2,0,2,7,1,2,567,Y,140,0,0,2007,392000
690,120,7577,Gtl,1Story,6,5,2005,256,1362,GasA,Y,1362,0,1362,2,0,2,6,1,2,460,Y,192,28,0,2007,194700
691,120,4426,Gtl,1Story,6,5,2004,147,848,GasA,Y,848,0,848,1,0,1,3,1,2,420,Y,149,0,0,2008,141000
692,60,21535,Gtl,2Story,10,6,1994,1170,2444,GasA,Y,2444,1872,4316,3,1,4,10,2,3,832,Y,382,50,0,2007,755000
693,60,26178,Mod,2Story,7,5,1989,293,1210,GasA,Y,1238,1281,2519,2,1,4,9,2,2,628,Y,320,27,0,2006,335000
694,30,5400,Sev,1Story,5,6,1921,0,1073,GasA,Y,1073,0,1073,1,0,2,4,0,1,326,Y,0,0,0,2006,108480
695,50,6120,Gtl,1.5Fin,5,6,1936,0,927,GasA,Y,1067,472,1539,1,1,3,5,0,2,576,Y,112,0,0,2009,141500
696,20,13811,Gtl,1Story,6,6,1987,72,1112,GasA,Y,1137,0,1137,2,0,2,5,1,2,551,Y,125,0,0,2006,176000
697,30,6000,Gtl,1Story,5,7,1921,0,616,GasA,Y,616,0,616,1,0,2,4,0,1,205,Y,0,0,0,2006,89000
698,20,6420,Gtl,1Story,5,7,1952,0,980,GasA,Y,1148,0,1148,1,0,2,6,0,1,308,Y,0,0,0,2006,123500
699,20,8450,Gtl,1Story,5,8,1965,0,894,GasA,Y,894,0,894,1,0,3,5,1,1,336,Y,416,144,0,2010,138500
700,120,4282,Gtl,1Story,7,5,2004,0,1391,GasA,Y,1391,0,1391,2,0,2,5,0,2,530,Y,156,158,0,2008,196000
701,20,14331,Gtl,1Story,8,5,2002,630,1800,GasA,Y,1800,0,1800,2,0,3,7,1,3,765,Y,270,78,0,2006,312500
702,20,9600,Gtl,1Story,7,5,1969,168,1164,GasA,Y,1164,0,1164,1,1,3,6,0,2,528,Y,0,0,0,2006,140000
703,60,12438,Gtl,2Story,8,5,2006,466,1234,GasA,Y,1264,1312,2576,2,1,4,10,1,3,666,Y,324,100,0,2006,361919
704,190,7630,Gtl,2Story,5,9,1900,0,360,GasA,Y,1032,780,1812,2,0,4,8,1,2,672,N,344,0,0,2010,140000
705,20,8400,Gtl,1Story,7,5,2004,109,1473,GasA,Y,1484,0,1484,2,0,3,7,0,2,606,Y,0,35,0,2010,213000
706,190,5600,Gtl,2Story,4,5,1930,0,0,GasA,N,372,720,1092,2,0,3,7,0,0,0,N,0,0,3500,2010,55000
707,20,115149,Sev,1Story,7,5,1971,351,1643,GasA,Y,1824,0,1824,2,0,2,5,2,2,739,Y,380,48,0,2007,302000
708,120,6240,Gtl,1Story,8,5,2006,176,1324,GasA,Y,1324,0,1324,2,0,2,6,1,2,550,Y,192,38,0,2009,254000
709,60,9018,Gtl,2Story,7,5,2007,0,728,GasA,Y,728,728,1456,2,1,3,8,1,2,400,Y,100,24,0,2007,179540
710,20,7162,Gtl,1Story,5,7,1966,41,876,GasA,Y,904,0,904,1,0,3,6,0,1,408,Y,0,0,0,2008,109900
711,30,4130,Gtl,1Story,3,6,1935,0,270,GasA,Y,729,0,729,1,0,2,5,0,0,0,N,0,0,0,2008,52000
712,50,8712,Mod,1.5Fin,4,7,1900,0,859,GasA,Y,859,319,1178,1,0,2,7,0,1,384,N,68,0,0,2010,102776
713,120,4671,Gtl,1Story,8,5,1988,0,1228,GasA,Y,1228,0,1228,2,0,2,5,1,2,472,Y,168,120,0,2008,189000
714,190,9873,Gtl,1Story,4,5,1970,160,960,GasW,N,960,0,960,1,0,3,6,0,2,576,Y,0,288,0,2006,129000
715,60,13517,Gtl,2Story,6,8,1976,289,725,GasA,Y,725,754,1479,2,1,3,6,0,2,475,Y,0,44,0,2010,130500
716,20,10140,Gtl,1Story,6,5,1974,174,1064,GasA,Y,1350,0,1350,2,0,3,7,1,2,478,Y,0,0,0,2009,165000
717,70,10800,Gtl,2Story,7,8,1890,0,718,GasA,Y,1576,978,2554,1,1,3,8,0,2,704,P,0,48,0,2007,159500
718,20,10000,Gtl,1Story,5,6,1973,0,1176,GasA,Y,1178,0,1178,1,1,3,5,1,2,439,Y,224,0,0,2008,157000
719,60,10542,Gtl,2Story,7,5,1993,651,1311,GasA,Y,1325,1093,2418,2,1,3,9,1,3,983,Y,250,154,0,2008,341000
720,20,9920,Gtl,1Story,5,6,1969,0,971,GasA,Y,971,0,971,1,1,3,5,1,1,300,Y,0,0,0,2006,128500
721,120,6563,Mod,1Story,8,5,1985,0,1742,GasA,Y,1742,0,1742,2,0,2,5,1,2,564,Y,114,28,0,2006,275000
722,120,4426,Gtl,1Story,6,5,2004,169,848,GasA,Y,848,0,848,1,0,1,3,0,2,420,Y,160,0,0,2010,143000
723,20,8120,Gtl,1Story,4,7,1970,0,864,GasA,Y,864,0,864,1,0,3,5,0,2,463,Y,0,0,0,2009,124500
724,50,8172,Gtl,1.5Fin,4,6,1954,0,941,GasA,Y,997,473,1470,2,0,4,7,0,1,548,Y,0,0,0,2008,135000
725,20,13286,Gtl,1Story,9,5,2007,340,1698,GasA,Y,1698,0,1698,2,0,3,8,1,3,768,Y,327,64,0,2009,320000
726,20,6960,Gtl,1Story,4,6,1970,0,864,GasA,Y,864,0,864,1,0,3,5,0,2,660,Y,96,0,500,2009,120500
727,20,21695,Gtl,1Story,6,9,1988,260,880,GasA,Y,1680,0,1680,2,0,3,5,1,2,540,Y,292,44,0,2009,222000
728,20,7314,Gtl,1Story,7,5,2007,82,1232,GasA,Y,1232,0,1232,2,0,2,6,0,2,632,Y,132,0,0,2009,194500
729,90,11475,Gtl,1Story,5,5,1958,95,1584,GasA,Y,1776,0,1776,2,0,4,9,0,3,888,Y,0,25,0,2009,110000
730,30,6240,Gtl,1.5Fin,4,5,1925,0,780,GasA,Y,848,0,1208,1,0,2,5,0,2,539,Y,0,23,0,2009,103000
731,120,5389,Gtl,1Story,8,5,1995,0,1595,GasA,Y,1616,0,1616,2,0,2,5,1,2,608,Y,237,152,0,2010,236500
732,80,9590,Gtl,SLvl,7,5,2003,442,868,GasA,Y,1146,0,1146,2,0,3,6,1,2,438,Y,160,22,0,2007,187500
733,60,11404,Gtl,2Story,7,5,1998,202,1153,GasA,Y,1153,878,2031,2,1,3,8,1,2,541,Y,192,84,0,2008,222500
734,20,10000,Gtl,1Story,5,6,1961,0,864,GasA,Y,1144,0,1144,1,0,3,6,1,1,264,Y,165,0,400,2009,131400
735,20,8978,Gtl,1Story,5,5,1968,0,948,GasA,Y,948,0,948,1,0,3,6,0,1,300,Y,147,0,0,2007,108000
736,75,10800,Gtl,2.5Unf,7,7,1914,0,880,GasW,N,880,888,1768,1,1,2,6,2,2,320,N,0,341,0,2006,163000
737,90,8544,Gtl,1Story,3,4,1950,0,0,GasA,N,1040,0,1040,2,0,2,6,0,2,400,Y,0,0,0,2006,93500
738,60,10463,Gtl,2Story,8,5,2005,0,893,GasA,Y,901,900,1801,2,1,3,8,1,3,800,Y,0,116,0,2006,239900
739,90,10800,Gtl,1Story,5,5,1987,0,1200,GasA,Y,1200,0,1200,3,0,3,5,0,0,0,Y,120,0,0,2009,179000
740,60,9313,Gtl,2Story,7,5,2004,0,864,GasA,Y,864,864,1728,2,1,3,7,0,2,572,Y,187,56,0,2009,190000
741,70,9600,Gtl,2Story,5,7,1910,0,264,GasA,Y,768,664,1432,2,0,2,7,0,2,360,Y,270,0,0,2007,132000
742,20,6768,Gtl,1Story,6,8,1961,0,912,GasA,Y,912,0,912,1,0,3,5,0,1,288,Y,168,0,0,2008,142000
743,20,8450,Gtl,1Story,7,5,2000,108,1349,GasA,Y,1349,0,1349,2,0,3,6,0,2,539,Y,120,55,0,2007,179000
744,80,12886,Gtl,SLvl,5,6,1963,0,520,GasA,Y,1464,0,1464,2,0,3,6,1,2,480,Y,302,0,0,2009,175000
745,120,5395,Gtl,1Story,8,5,1993,0,1337,GasA,Y,1337,0,1337,2,0,2,5,1,2,462,Y,96,0,0,2008,180000
746,60,8963,Gtl,2Story,8,9,1976,289,1142,GasA,Y,1175,1540,2715,3,1,4,11,2,2,831,Y,0,204,0,2008,299800
747,60,8795,Gtl,2Story,7,5,2000,0,952,GasA,Y,980,1276,2256,2,1,4,8,1,2,554,Y,224,54,0,2009,236000
748,70,11700,Gtl,2Story,7,7,1880,0,1240,GasW,N,1320,1320,2640,1,1,4,8,1,4,864,N,181,0,0,2009,265979
749,20,10593,Gtl,1Story,7,5,1996,338,1720,GasA,Y,1720,0,1720,2,0,3,7,1,2,527,Y,240,56,0,2010,260400
750,50,8405,Gtl,1.5Fin,4,3,1945,0,0,Wall,N,1088,441,1529,2,0,4,9,0,1,240,N,92,0,0,2009,98000
751,50,8800,Gtl,1.5Fin,4,7,1910,0,576,GasA,Y,792,348,1140,1,0,3,7,0,0,0,N,0,160,0,2010,96500
752,60,7750,Gtl,2Story,7,5,2003,0,660,GasA,Y,660,660,1320,2,1,3,6,0,2,400,Y,0,48,0,2007,162000
753,20,9236,Gtl,1Story,6,5,1997,0,1479,GasA,Y,1494,0,1494,2,0,3,6,0,2,576,Y,168,27,0,2006,217000
754,60,10240,Gtl,2Story,8,5,2005,178,1030,GasA,Y,1038,1060,2098,2,1,3,8,1,3,878,Y,192,52,0,2006,275500
755,20,7930,Gtl,1Story,6,8,1969,0,1026,GasA,Y,1026,0,1026,1,0,3,5,0,2,440,Y,171,48,0,2009,156000
756,160,3230,Gtl,2Story,6,5,1999,894,729,GasA,Y,742,729,1471,2,1,3,6,0,2,440,Y,0,24,0,2009,172500
757,60,10769,Gtl,2Story,8,5,2007,0,866,GasA,Y,866,902,1768,2,1,3,7,0,2,578,Y,144,105,0,2009,212000
758,60,11616,Gtl,2Story,6,5,1978,328,672,GasA,Y,672,714,1386,2,1,3,6,1,2,440,Y,335,0,0,2010,158900
759,160,2280,Gtl,2Story,7,5,1999,360,744,GasA,Y,757,744,1501,2,1,3,6,0,2,440,Y,0,0,0,2008,179400
760,60,12257,Gtl,2Story,8,5,1995,513,1318,GasA,Y,1328,1203,2531,2,1,4,9,1,3,752,Y,222,98,0,2007,290000
761,20,9100,Gtl,1Story,6,6,1959,0,864,GasA,Y,864,0,864,1,0,2,5,0,1,300,Y,0,0,450,2009,127500
762,30,6911,Gtl,1Story,5,5,1924,0,1145,GasA,Y,1301,0,1301,1,0,2,5,0,2,440,Y,0,0,0,2009,100000
763,60,8640,Gtl,2Story,7,5,2009,0,756,GasA,Y,764,783,1547,2,1,3,7,0,2,614,Y,169,45,0,2010,215200
764,60,9430,Gtl,2Story,8,5,1999,673,1252,GasA,Y,1268,1097,2365,2,1,3,8,1,3,856,Y,0,128,0,2009,337000
765,120,9549,Gtl,1Story,8,5,1995,0,1494,GasA,Y,1494,0,1494,1,1,2,6,1,2,481,Y,0,30,0,2006,270000
766,20,14587,Gtl,1Story,9,5,2008,284,1498,GasA,Y,1506,0,1506,2,0,2,6,1,2,592,Y,0,174,0,2008,264132
767,60,10421,Gtl,2Story,7,5,1988,42,980,GasA,Y,980,734,1714,2,1,3,7,1,2,496,Y,228,66,500,2010,196500
768,50,12508,Gtl,1.5Fin,6,7,1940,0,983,GasA,Y,983,767,1750,2,0,4,7,0,1,423,Y,245,0,1300,2008,160000
769,20,9100,Gtl,1Story,7,5,2004,0,1860,GasA,Y,1836,0,1836,2,0,3,8,1,2,484,Y,120,33,0,2006,216837
